District,Region,Area,outletname,OUTLET TYPE,VC,longitude,latitude,vf
MOUNT LEBANON,JBEIL,EDDEH,S.P.C Market,GROCERY,5,35.6699,34.1456,2
MOUNT LEBANON,JBEIL,GHERFINE,Ammoun Market,GROCERY,5,35.674,34.1552,2
MOUNT LEBANON,JBEIL,JBEIL CITY,Abbas Kanaan,GROCERY,5,35.649,34.1328,2
MOUNT LEBANON,JBEIL,JBEIL CITY,Anis Zeinddine,GROCERY,5,35.6479,34.1208,2
NORTH,GREATER TRIPOLI,KOBBEH,SM EL KONTAR,GROCERY,5,35.8514,34.429,2
MOUNT LEBANON,JBEIL,AAMCHIT,White Chicken,GROCERY,5,35.6568,34.1507,2
MOUNT LEBANON,METN,JDEIDEH,SMILEY MARKET,GROCERY,6,35.5575,33.889,2
NORTH,GREATER TRIPOLI,KOBBEH,MM KANJO,GROCERY,5,35.8514,34.4377,2
MOUNT LEBANON,KESERWAN,ZOUK MICHAEL,MAKHLOUF BROS,Newelneh,4,35.6081,33.9688,2
NORTH,AKAR,AABDE,ISTIRAHET ALSAHEL,GROCERY,5,35.9876687,34.5316991,2
MOUNT LEBANON,KESERWAN,ADONIS,CHOUCAIR SUPERMARKET,GROCERY,5,35.6129,33.9662,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,AL WALID SM,GROCERY,4,35.8483,34.4457,2
MOUNT LEBANON,METN,DORA,MASSOUD BROS,GROCERY,5,35.5512,33.8931,2
MOUNT LEBANON,KESERWAN,ADONIS,SAINT CHARBEL MARKET,GROCERY,6,35.6126,33.9649,2
MOUNT LEBANON,KESERWAN,ZOUK MICHAEL,ABOU MICHAL,Newelneh,4,35.6087,33.9701,2
MOUNT LEBANON,JBEIL,HALAT,STOP CAFE,Newelneh,5,35.6483,34.0764,2
NORTH,GREATER TRIPOLI,KOBBEH,ZIAD CAFE,GROCERY,5,35.8553,34.4357,2
NORTH,GREATER TRIPOLI,KOBBEH,SM EL HAJJ ALI KASSEM,GROCERY,5,35.8571,34.4356,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,ALL IN MARKET,GROCERY,5,35.6182,33.9606,2
MOUNT LEBANON,METN,SABTIEH,FARAH MARKET,GROCERY,6,35.5576,33.8865,2
MOUNT LEBANON,JBEIL,JBEIL CITY,MINIMARKET NASER,GROCERY,5,35.659,34.1253,2
NORTH,GREATER TRIPOLI,KOBBEH,MM ABDULLAH EL DOHAYBI,GROCERY,5,35.8551,34.4342,2
MOUNT LEBANON,METN,DORA,YAACOUB SUPERMARKET,GROCERY,5,35.556,33.8929,2
MOUNT LEBANON,KESERWAN,AAINTOURA (KESERWAN),ANTHONY MARKET,GROCERY,6,35.6331,33.9609,2
MOUNT LEBANON,KESERWAN,JAAITA,STOP STNEWAL,Newelneh,6,35.6483,33.9538,2
MOUNT LEBANON,KESERWAN,JAAITA,QUICK STOP,Newelneh,6,35.6495,33.9539,2
MOUNT LEBANON,JBEIL,MASTITA,G&P,Newelneh,5,35.6535,34.1082,2
MOUNT LEBANON,METN,DORA,LIQUER MERHEJ,Newelneh,4,35.5592,33.8951,2
MOUNT LEBANON,METN,DORA,MASSOUD MINIMARKET,GROCERY,5,35.5567,33.8929,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,AMANOS MARKET,GROCERY,5,35.5483,33.8909,2
MOUNT LEBANON,METN,FANAR,YA HALA,GROCERY,5,35.565,33.8825,2
NORTH,GREATER TRIPOLI,KOBBEH,PRIMA MARKET,GROCERY,5,35.8626,34.4344,2
GREATER AKAR,MINIEH DONIEH,MINIEH HIGH WAY,LEMON CAFEE HIGH WAY,KIOSK,5,35.9477,34.4872,2
MOUNT LEBANON,METN,SABTIEH,SAFWAN MM,GROCERY,6,35.5614,33.8845,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,GEORGES MARKET,GROCERY,5,35.6201,33.9547,2
MOUNT LEBANON,KESERWAN,ADONIS,SABA MARKET,GROCERY,5,35.6101,33.9659,2
MOUNT LEBANON,JBEIL,BLAT,HABIB GHSEN,GROCERY,5,35.6632,34.123,2
MOUNT LEBANON,JBEIL,JBEIL CITY,UN PEUT DE TOUT,GROCERY,5,35.6481,34.1212,2
NORTH,GREATER TRIPOLI,KOBBEH,MM HAWCHAR,GROCERY,5,35.8559,34.4355,2
GREATER AKAR,MINIEH DONIEH,MINIEH RURAL,ZEITOUN MARKET,GROCERY,5,35.9493,34.4754,2
MOUNT LEBANON,KESERWAN,AAINTOURA (KESERWAN),KWIK MART,GROCERY,6,35.6329,33.9609,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,EXPRESS MARKET,GROCERY,6,35.6198,33.9536,2
MOUNT LEBANON,KESERWAN,ADONIS,ADONIS MARKET,GROCERY,6,35.6178,33.9628,2
MOUNT LEBANON,KESERWAN,ADONIS,ELEGANT MARKET,GROCERY,6,35.6113,33.9664,2
MOUNT LEBANON,KESERWAN,ADONIS,KARAM MARKET,GROCERY,6,35.616,33.9652,2
MOUNT LEBANON,JBEIL,HABBOUB,ALBAN W AJBAN LAKLOK,GROCERY,5,35.6814,34.1298,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,TAHHAN MARKET,GROCERY,5,35.5502,33.8913,2
MOUNT LEBANON,JBEIL,BLAT,MINIMARKET KARAM,GROCERY,5,35.6634,34.1244,2
MOUNT LEBANON,JBEIL,JBEIL CITY,MINIMARKET KHOURY,GROCERY,5,35.6508,34.1199,2
MOUNT LEBANON,KESERWAN,ADONIS,HADDAD MARKET,GROCERY,5,35.6156,33.9637,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,GHAZAL MARKET,GROCERY,6,35.6175,33.9564,2
MOUNT LEBANON,KESERWAN,ADONIS,YOUSEF MARKET,GROCERY,6,35.6168,33.9611,2
NORTH,GREATER TRIPOLI,JABAL MUHSEN,MM ABOU ALAA,GROCERY,6,35.8569,34.4438,2
MOUNT LEBANON,JBEIL,JBEIL CITY,MINIMARKET ABOUD,GROCERY,5,35.6523,34.1178,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM EL RABIH,GROCERY,5,35.8422,34.439,2
MOUNT LEBANON,METN,ZAKRIT,ZAKRIT MARKET,GROCERY,5,35.6339,33.9354,2
MOUNT LEBANON,METN,QORNET CHEHWAN,GOURMANDISE CHEHADEH,GROCERY,5,35.6444,33.9231,2
MOUNT LEBANON,METN,ZAKRIT,FAMILY,GROCERY,5,35.6325,33.9374,2
MOUNT LEBANON,METN,DBAYEH,BASHIR FARAH MARKET,GROCERY,5,35.5982,33.9511,2
MOUNT LEBANON,METN,AWKAR,AL SAYDEH MARKET,GROCERY,6,35.6119,33.9357,2
MOUNT LEBANON,METN,AWKAR,NADDOUR,GROCERY,6,35.6115,33.9354,2
NORTH,ZGHARTA,MIRIATA,IBRAHIM EST FOR TRAIDING,GROCERY,4,35.9301,34.418,2
NORTH,ZGHARTA,ZGHARTA ZEWYEH,SHISHA,GROCERY,5,35.8844,34.4072,2
MOUNT LEBANON,KESERWAN,GHOSTA,CHAYEB MARKET,GROCERY,6,35.6747,33.9855,2
MOUNT LEBANON,KESERWAN,MAYROUBA,BEST SHOP,GROCERY,5,35.7766,34.0151,2
MOUNT LEBANON,KESERWAN,AACHQOUT,DAGHFAL MARKET,GROCERY,5,35.7019,33.9806,2
MOUNT LEBANON,KESERWAN,FARAIYA,TOP SAJ,KIOSK,6,35.8231,34.0126,2
MOUNT LEBANON,KESERWAN,HRAJEL,CHARCUTERIE TONI KHALIL,GROCERY,6,35.7884,34.0138,2
MOUNT LEBANON,KESERWAN,SHAYLE,CHMEILI MM,GROCERY,6,35.6629,33.9607,2
MOUNT LEBANON,KESERWAN,HRAJEL,CHKEIR TRADING SHOPS,GROCERY,6,35.7931,34.0172,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,ZOUK EXPRESS,Newelneh,5,35.6162,33.9547,2
MOUNT LEBANON,KESERWAN,HARET SAKHER,SUNSET,Newelneh,4,35.6495,34.0076,2
MOUNT LEBANON,KESERWAN,HRAJEL,RABIH KHALIL (LOTO),GROCERY,5,35.8093,34.0151,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,KHOURY FRERES,GROCERY,5,35.6885,33.9707,2
MOUNT LEBANON,KESERWAN,MAYROUBA,IBRAHIM KHALIL MM,GROCERY,5,35.7691,34.0113,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,STOP MART,Newelneh,5,35.6878,33.9704,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,MOUNA SFEIR,GROCERY,6,35.6832,33.9652,2
MOUNT LEBANON,KESERWAN,HRAJEL,BOULOS KHALIL AND SONS,GROCERY,6,35.7933,34.0171,2
MOUNT LEBANON,KESERWAN,QLEIAAT,UNCKLE SAM,GROCERY,6,35.7132,33.9719,2
MOUNT LEBANON,KESERWAN,SAFRA,HOMSI STORE,GROCERY,5,35.6302,34.0365,2
MOUNT LEBANON,KESERWAN,GADER,CHKEIR mm,GROCERY,5,35.6383,33.9802,2
MOUNT LEBANON,METN,BEIT CHABAB,La petit Marche,GROCERY,5,35.6769,33.9313,2
MOUNT LEBANON,METN,ZALKA,BONJOUR - RAS GAS,Petrol Station,5,35.5699,33.9012,2
MOUNT LEBANON,METN,QORNET CHEHWAN,CHALZAM MARKET,Newelneh,5,35.6607,33.9189,2
MOUNT LEBANON,METN,BIKFAYA,CHIBLI MARKET,GROCERY,5,35.6762,33.9183,2
MOUNT LEBANON,METN,BSALIM/ MAJZOUB/ MZHER,FOOD STAR MARKET,GROCERY,6,35.6011,33.9083,2
MOUNT LEBANON,METN,DAHR ES SOUANE,LE PANIER MARKET,GROCERY,5,35.6592,33.9057,2
MOUNT LEBANON,METN,DIK EL MEHDE,MAKHLOUF SHOP,GROCERY,5,35.621,33.9354,2
MOUNT LEBANON,METN,FANAR,MEGA FOOD MARKET,GROCERY,6,35.5891,33.8804,2
MOUNT LEBANON,METN,AWKAR,MERHEJ MARKET,GROCERY,6,35.599,33.9506,2
MOUNT LEBANON,METN,JAL EL DIB,NINO MARKET,GROCERY,6,35.58,33.9007,2
MOUNT LEBANON,METN,QORNET CHEHWAN,WAKE UP MARKET,Newelneh,5,35.6342,33.9258,2
MOUNT LEBANON,METN,BSALIM/ MAJZOUB/ MZHER,YAMAMA,GROCERY,6,35.6009,33.908,2
MOUNT LEBANON,METN,BEIT CHABAB,ZAMMOUL,SPECIALIST,3,35.6712,33.9275,2
MOUNT LEBANON,METN,BSALIM/ MAJZOUB/ MZHER,ZOGHBI MARKET,GROCERY,5,35.603,33.9019,2
NORTH,BATROUN,BASBINA,BASBINA MARKET,GROCERY,5,35.6722,34.2468,2
NORTH,ZGHARTA,KFAR HATA,PATISSERIE & LOTTO KFERHATA,GROCERY,5,35.7514,34.2817,2
NORTH,KOURA,KFAR HAZIR,YAZBEK SM (KFARHAZIR),GROCERY,5,35.7805,34.304,2
MOUNT LEBANON,JBEIL,JBEIL CITY,MAKHLOUF SAJJ,GROCERY,5,35.647,34.1227,2
NORTH,KOURA,BTAABOURA,FARES MARKET,GROCERY,5,35.7435,34.2853,2
MOUNT LEBANON,JBEIL,HALAT,HALAT MARKET,GROCERY,5,35.6547,34.0847,2
NORTH,KOURA,ANFEH,CHADI EL MASSI7,GROCERY,5,35.7326,34.3588,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,CAFE EL SABAH,KIOSK,5,35.8383,34.4368,2
NORTH,GREATER TRIPOLI,MINA,MARKET MAHER,GROCERY,5,35.8213,34.4443,2
NORTH,KOURA,RAS MASQA,MM GR,GROCERY,5,35.8318,34.4127,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,KIOSK EL MITEIN,KIOSK,6,35.8366,34.4429,2
NORTH,GREATER TRIPOLI,KOBBEH,TAHAN TOBACCO,SPECIALIST,4,35.8545,34.4349,2
NORTH,GREATER TRIPOLI,MINA,DOUKAN MARKET,GROCERY,4,35.8256,34.444,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,OUBEID CAFÉ,GROCERY,5,35.8339,34.4418,2
BEIRUT,ACHRAFIEH,SODECO,HIBOU - SODECO,GROCERY,5,35.5102,33.8844,2
BEIRUT,RAS BEIRUT,AIN MREISSEH,MOUKADAM MM,GROCERY,5,35.4904,33.9,2
BEIRUT,RAS BEIRUT,HAMRA,CITY MARKET,GROCERY,5,35.4814,33.897,2
MOUNT LEBANON,ALEY,ALEY CITY,BASSAM MOURCHED,SPECIALIST,3,35.597,33.8082,2
MOUNT LEBANON,ALEY,KHALDE,KING COFFE,KIOSK,4,35.4694,33.7726,2
MOUNT LEBANON,SHOUF,NEAHME,SAMER MEZHER,SPECIALIST,2,35.4574,33.7405,2
MOUNT LEBANON,DAHYEH,HARET HREIK,TAHER SM,GROCERY,6,35.5084,33.8546,2
MOUNT LEBANON,DAHYEH,Ozai,MARWA PS,Petrol Station,6,35.4842,33.8309,2
MOUNT LEBANON,DAHYEH,BOURJ EL BARAJNEH,KHAIRAT AL DAYAA (MRAIJAH),GROCERY,5,35.5124,33.8331,2
MOUNT LEBANON,DAHYEH,HAI AL ABIAD,ALBAN WA AJBAN AL SAFI,GROCERY,6,35.5151,33.8486,2
MOUNT LEBANON,DAHYEH,HARET HREIK,ALBAN WA AJBAN AL TAYEB,GROCERY,6,35.5099,33.8502,2
MOUNT LEBANON,DAHYEH,AL AJNIHA,RAYAN MARKET,GROCERY,6,35.5086,33.8128,2
BECAA,WEST BECAA,SAGHBINE,ABDALLAH SALEM AND SONS,GROCERY,4,35.6972,33.6106,2
BECAA,ZAHLE,Zahleh Rural,GHASSAN MARIDA,GROCERY,5,35.8512,33.8157,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,JOE MARKET,GROCERY,5,35.5229,33.8629,2
MOUNT LEBANON,DAHYEH,ST. THARESE,KAMAR SUPERMARKET,GROCERY,5,35.5258,33.8465,2
MOUNT LEBANON,DAHYEH,AMERCAN,AL HADY,GROCERY,5,35.5219,33.8528,2
MOUNT LEBANON,BAABDA,HADATH,HALIM MATAR SHOP,SPECIALIST,2,35.5286,33.842,2
MOUNT LEBANON,KESERWAN,BOUAR,VOILA MARKET,GROCERY,5,35.6353,34.0442,2
MOUNT LEBANON,METN,QORNET CHEHWAN,CHEBEL ABOU AKEL,GROCERY,4,35.6487,33.9218,2
SOUTH,SAIDA,HILALIYEH,WALID SAAOUD,GROCERY,5,35.3967,33.5673,2
MOUNT LEBANON,BAABDA,Tayouneh,EXPRESS ABOU ASSEF,Newelneh,5,35.5098,33.868,2
BEIRUT,MAZRAA,RAS EL NABAA,T CAFÉ,Newelneh,5,35.5068,33.8841,2
MOUNT LEBANON,BAABDA,CHIYAH,AL HAJJ,GROCERY,4,35.5126,33.8602,2
BEIRUT,MAZRAA,NWEIRI,KHAFAJA (Reine MM),GROCERY,6,35.5015,33.882,2
BEIRUT,MAZRAA,BOURJ ABOU HAYDAR,AM PM - BORJ ABOU HAIDAR,GROCERY,5,35.4978,33.8814,2
MOUNT LEBANON,BAABDA,BIR HASSAN,EXPRESS NOUR,GROCERY,5,35.4912,33.8623,2
BEIRUT,MAZRAA,TARIQ EL JDIDE,AHMAD ALI,GROCERY,5,35.4998,33.876,2
BEIRUT,MAZRAA,TARIQ EL JDIDE,ADNAN NASSIR,GROCERY,5,35.4963,33.8784,2
MOUNT LEBANON,BAABDA,BSABA,EL WIDAD,GROCERY,5,35.5452,33.8036,2
MOUNT LEBANON,DAHYEH,HARET HREIK,RHAIEM (BEER AL AABED),GROCERY,5,35.5153,33.85,2
MOUNT LEBANON,METN,MANSOURIEH,WEHBE MARKET,GROCERY,6,35.5642,33.854,2
MOUNT LEBANON,METN,MANSOURIEH,AL ASMAR MM,GROCERY,5,35.5737,33.8511,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,M&G MARKET,GROCERY,6,35.5209,33.8627,2
SOUTH,TYR,BAZOURIYE,AL BAZOURIEH SM,GROCERY,4,35.275,33.256,2
SOUTH,TYR,RMADIEH,AL BOURJI SM,GROCERY,5,35.2766,33.2005,2
SOUTH,TYR,AIN BAAL,SAKSOUK SM,GROCERY,5,35.2377,33.2428,2
SOUTH,TYR,HANAWAY,TAJ EL DIN SM,GROCERY,5,35.2815,33.2211,2
SOUTH,TYR,TYR,EZ EL DIN (TYR),GROCERY,4,35.2074,33.2679,2
SOUTH,TYR,TYR,AMER FARHAT,SPECIALIST,2,35.2224,33.284,2
NABATIEH,BENT JBEIL,YATER,IBRAHIM HAMZEH,GROCERY,4,35.3466,33.166,2
MOUNT LEBANON,METN,SIN EL FIL,ALFRED KHOURY,SPECIALIST,2,35.536,33.8817,2
MOUNT LEBANON,SHOUF,AALMAN,AALMAN MM,GROCERY,4,35.4017,33.5869,2
SOUTH,SAIDA,MAJDLYOUN,KAWAS SM,GROCERY,5,35.4096,33.561,2
NABATIEH,NABATIEH,HOUMINE EL TAHTA,Makki market,GROCERY,5,35.4107,33.4407,2
NABATIEH,NABATIEH,DEIR EZ ZAHRANI,Deir Al Zahrani Assos..,GROCERY,5,35.4621,33.4274,2
SOUTH,SAIDA,MAJDLYOUN,SHAMIEH SM,GROCERY,6,35.4108,33.5612,2
SOUTH,JEZZINE,JEZZINE ROAD,ABOU MANSOUR,GROCERY,6,35.5853,33.541,2
MOUNT LEBANON,SHOUF,BARJA,YASSIN MM,GROCERY,5,35.4653,33.6492,2
MOUNT LEBANON,SHOUF,BARJA,THE MARKET AL MAREJ,GROCERY,5,35.4592,33.6482,2
SOUTH,SAIDA,JBAA ROAD,Safawi MM,GROCERY,5,35.5185,33.4844,2
SOUTH,SAIDA,HAY EL NJASA,BEKAAIE TOBACCO,SPECIALIST,4,35.376,33.5583,2
SOUTH,SAIDA,RAHBAT,AATIEH TOBACCO,SPECIALIST,4,35.3729,33.5572,2
SOUTH,SAIDA,EAST BOULVARD,AHMAD ZAIDAN,SPECIALIST,4,35.3805,33.5642,2
SOUTH,SAIDA,Qraieh,Quick Mart,GROCERY,5,35.409,33.5479,2
SOUTH,SAIDA,MIYEH W MIYEH,ADNAN MM,GROCERY,6,35.3836,33.5493,2
MOUNT LEBANON,DAHYEH,AMERCAN,TASKA KAROUT,GROCERY,4,35.5267,33.8561,2
MOUNT LEBANON,JBEIL,MONSEF,3A TARI2AK,KIOSK,5,35.635,34.1818,2
MOUNT LEBANON,METN,ANTELIAS,ZIX MARKET,Newelneh,5,35.5875,33.9169,2
MOUNT LEBANON,KESERWAN,ZOUK MOSBEH,ROAD RUNNER ZOUK,Newelneh,4,35.6057,33.9559,2
NABATIEH,BENT JBEIL,TEBNINE,HRAJLI SM (TEBNIN),GROCERY,4,35.4164,33.1863,2
MOUNT LEBANON,METN,BOURJ HAMMOUD,TAHAN,Newelneh,5,35.5403,33.8936,2
BEIRUT,ACHRAFIEH,RMEIL,BUNNY MARKET,GROCERY,5,35.5267,33.8888,2
MOUNT LEBANON,METN,DORA,MACHINNE KIOSK,Newelneh,5,35.5572,33.8951,2
MOUNT LEBANON,DAHYEH,HARET HREIK,AL BATOUL,GROCERY,5,35.5111,33.8487,2
BECAA,ZAHLE,Zahleh Rural,chi tayib MARKET,GROCERY,5,35.883,33.8212,2
BECAA,ZAHLE,Zahleh Rural,KHATEEB MARKET,GROCERY,6,35.925,33.8483,2
BECAA,ZAHLE,Zahleh Rural,KARAM SM,GROCERY,5,35.9241,33.845,2
MOUNT LEBANON,METN,MANSOURIEH,MONTAZAH MM,Newelneh,5,35.5779,33.8538,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,CASHKOL MM,GROCERY,5,35.5171,33.864,2
SOUTH,TYR,ZRARIYI,ABOU SHAREEF,GROCERY,5,35.3238,33.3444,2
NABATIEH,NABATIEH,NMAYRIYE,EZ ELDEEN,GROCERY,5,35.4038,33.425,2
NABATIEH,NABATIEH,NMAYRIYE,NADA,GROCERY,6,35.4131,33.4165,2
NABATIEH,NABATIEH,Kfar jawz,LA RENA,GROCERY,5,35.4847,33.3933,2
NABATIEH,NABATIEH,HABBOUCH,Hallal,GROCERY,6,35.4785,33.4088,2
SOUTH,SAIDA,Loubieh,ABOU FARES,GROCERY,5,35.2887,33.4284,2
SOUTH,SAIDA,SARAFAND,MARKAZ AL BATOUL,GROCERY,5,35.2818349,33.4493369,2
SOUTH,SAIDA,SARAFAND,KA3EEN,GROCERY,5,35.2851,33.4543,2
NABATIEH,NABATIEH,HAROUF,HARB MM,GROCERY,5,35.4428,33.3756,2
NABATIEH,NABATIEH,TOUL,AABAS DEKMAK,SPECIALIST,4,35.4428,33.3887,2
NABATIEH,NABATIEH,ZEBDINE,MOHAMAD JOUMAA,SPECIALIST,4,35.4665,33.3772,2
NABATIEH,NABATIEH,KFARROMAN,JOUD MM,GROCERY,5,35.5041,33.3916,2
NABATIEH,NABATIEH,KFARTEBNIT,OLIEK,GROCERY,5,35.5084,33.3527,2
NABATIEH,NABATIEH,KFAR ROUMMANE,SALEH DRINK,GROCERY,5,35.4908,33.388,2
NABATIEH,NABATIEH,HOUMINE EL TAHTA,FAKIEH,GROCERY,5,35.4888,33.3763,2
NABATIEH,NABATIEH,NABATIYET EL FAOUQA,ALBAN WA AJBAN ZEIN,GROCERY,5,35.4908,33.3725,2
BEIRUT,MOUSAITBEH,ZARIF,CAFÉ FAYEZ,GROCERY,5,35.4901,33.8899,2
BEIRUT,MOUSAITBEH,MAR ELIAS,AHMAD SROUR,GROCERY,5,35.4931,33.8883,2
BEIRUT,MARFAA,MAJIDIYEH,D2D Mart,GROCERY,4,35.5058,33.8979,2
SOUTH,TYR,MAARAKE,EST SIMBOLA,GROCERY,5,35.2882,33.275,2
SOUTH,TYR,QANA,FAKEIH MARKET,GROCERY,6,35.3249,33.2058,2
SOUTH,TYR,SRIFA,AL AAINE SM,GROCERY,4,35.3745,33.2778,2
SOUTH,TYR,SRIFA,FARAH AL BAN AJBAN,GROCERY,5,35.3961,33.2806,2
SOUTH,TYR,SIDIKIN,SM AL REEF SIDIKIN,GROCERY,5,35.3078,33.178,2
NABATIEH,BENT JBEIL,HARIS,ISTEHLAKIET HARIS,GROCERY,5,35.3736,33.1811,2
MOUNT LEBANON,SHOUF,RMEILET,JOE STAR MM,GROCERY,4,35.3891,33.6006,2
MOUNT LEBANON,SHOUF,RMEILET,ABOU RAFEA,GROCERY,4,35.3909,33.6059,2
MOUNT LEBANON,SHOUF,KETERMEYA,ALAA EL DEEN,GROCERY,4,35.4342,33.6198,2
MOUNT LEBANON,SHOUF,MAZBOUD,ISRA AL NOUR,GROCERY,4,35.471,33.6136,2
NABATIEH,NABATIEH,ZEFTA,Tayeb MM,GROCERY,5,35.3768,33.469,2
SOUTH,SAIDA,DALAA,KANAAN,GROCERY,5,35.3783,33.5555,2
SOUTH,SAIDA,HAY EL SIT NAFISA,JARDALI,GROCERY,5,35.3762,33.5626,2
SOUTH,SAIDA,HAY EL NJASA,ZAATARI,GROCERY,6,35.377,33.5587,2
MOUNT LEBANON,METN,AWKAR,JEROME MARKET,GROCERY,6,35.6095,33.9346,2
MOUNT LEBANON,METN,ANTELIAS,SPEEDY,Newelneh,4,35.5872,33.9175,2
MOUNT LEBANON,METN,QORNET CHEHWAN,S K SHOP,GROCERY,5,35.6357,33.9206,2
MOUNT LEBANON,METN,JDEIDEH/BOUCHRIEH,HADY MARKET,GROCERY,6,35.5718,33.8922,2
MOUNT LEBANON,METN,FANAR,Wehbi Market,GROCERY,6,35.5645,33.8863,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,CIGARA,SPECIALIST,4,35.8311,34.4356,2
NORTH,KOURA,BARSA,ABOU RABIH MM,GROCERY,5,35.8482,34.3831,2
NORTH,BATROUN,BATROUN CITY,TAHAN MARKET,GROCERY,5,35.6605,34.2565,2
NORTH,BATROUN,CHEKKA,MAHALET MELHEM,GROCERY,5,35.7268,34.3204,2
MOUNT LEBANON,KESERWAN,AAQEIBE,TONY KHAYRALLAH,GROCERY,5,35.6438,34.0623,2
MOUNT LEBANON,JBEIL,NAHER IBRAHIM,FIDAL MARKET,GROCERY,5,35.6461,34.0653,2
BEIRUT,MOUSAITBEH,MAR ELIAS,BASSAM MARKET,GROCERY,4,35.4946,33.8818,2
BEIRUT,MAZRAA,BOURJ ABOU HAYDAR,BADRAN,GROCERY,6,35.4992,33.8872,2
SOUTH,TYR,AITET,AL SAYED MM (AITIT),GROCERY,5,35.3341,33.2034,2
MOUNT LEBANON,DAHYEH,HARET HREIK,HELWI W MOURA CAFÉ,Newelneh,4,35.5067,33.8554,2
MOUNT LEBANON,METN,DEKWANEH,NEW RAWDA MARKET,GROCERY,5,35.5587,33.8762,2
MOUNT LEBANON,METN,MANSOURIEH,Wardieh Mkales,Petrol Station,5,35.5474,33.8634,2
BECAA,BAALBECK,Shmistar,ABDO SEBLANI,GROCERY,5,36.0195,33.9673,2
BECAA,ZAHLE,Zahleh Rural,MAALOUF TRAIDING,GROCERY,4,35.9499,33.8613,2
SOUTH,TYR,BRAIKIA,AL DAI3A MM,GROCERY,5,35.384,33.3387,2
NABATIEH,NABATIEH,ZAOUTAR EL CHARQIYE,PERLA MART,GROCERY,5,35.4762,33.3252,2
SOUTH,SAIDA,ABRA,BIG MARKET,GROCERY,5,35.3957,33.5672,2
SOUTH,SAIDA,BOUSTAN EL KBIR,AL NOUMAIRI SM,GROCERY,5,35.3823,33.5727,2
MOUNT LEBANON,KESERWAN,JOUNIEH CITY,BIENVENUE (LA CITEE),KIOSK,5,35.637,33.9837,2
NORTH,KOURA,DAHR EL AIN,EL ZAHABI,GROCERY,4,35.8474,34.3821,2
NORTH,GREATER TRIPOLI,KALAMOUN,ABOU MACHHOUR (KALAMOUN),KIOSK,5,35.7987,34.3921,2
BECAA,ZAHLE,Zahleh Rural,SAMIR EL GHERIZ,GROCERY,5,36.0194,33.8533,2
BECAA,ZAHLE,Zahleh Rural,EDMOND SIDNAWI,GROCERY,6,35.9463,33.8737,2
MOUNT LEBANON,ALEY,DAWHAT AARAMOUN,Shraiha WS,SPECIALIST,1,35.4875,33.7969,2
NABATIEH,BENT JBEIL,TEBNINE,AIN AL MEZRAB SM,GROCERY,4,35.4186,33.2065,2
SOUTH,TYR,QANA,SAKSOUK QANA,GROCERY,5,35.2984,33.2094,2
MOUNT LEBANON,DAHYEH,SFEIR,3Mo Al Dikkanji Sfeir,Super Market,4,35.5169,33.8582,2
MOUNT LEBANON,BAABDA,GHOUBAIRI,HAMDAN (GHOUBAIRI),GROCERY,5,35.5064,33.8621,2
BEIRUT,RAS BEIRUT,HAMRA,HAMRA JUICE,GROCERY,6,35.4831,33.8954,2
BEIRUT,RAS BEIRUT,HAMRA,AM PM - GHANDI ST,GROCERY,5,35.4783,33.8967,2
MOUNT LEBANON,DAHYEH,CHIYAH,RAMADAN KHALIL WS,SPECIALIST,2,35.5166,33.862,2
MOUNT LEBANON,ALEY,CHOUEIFAT,ALI GHADER WS,SPECIALIST,2,35.5013,33.8067,2
NORTH,GREATER TRIPOLI,MINA,NABIL EL MASRI (RIFI),GROCERY,5,35.8259,34.4433,2
MOUNT LEBANON,KESERWAN,BALLOUNE,T&J MARKET,GROCERY,5,35.6767,33.9501,2
MOUNT LEBANON,KESERWAN,GADER,GREEN STAR MARKET,GROCERY,6,35.6371,33.9778,2
NORTH,BATROUN,BATROUN CITY,RALPH CAFÉ,KIOSK,5,35.6648,34.2444,2
MOUNT LEBANON,JBEIL,NAHER IBRAHIM,X RAY CAFÉ,Newelneh,5,35.6437,34.0697,2
MOUNT LEBANON,JBEIL,MASTITA,STOP N GO,Newelneh,5,35.6533,34.1033,2
MOUNT LEBANON,JBEIL,MASTITA,MA BADE 3AZBAK,Newelneh,5,35.6529,34.1103,2
